unit_id;okpo_code;okpo_s1c8;ipn;unit_name;full_unit_name;legal_entity_type;note
000000049;35508510;35508510;355085126500;Aaaioee-Aee III;OIA "AAAIO?E-A?E";??. iniaa;
000000050;32447576;32447576;324475704617;Aaaoa? ?I;"""Aaaoa?"" ?I";??. iniaa;
000000051;35617181;35617181;356171820117;AAA-100 III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAA-100";??. iniaa;
000000052;32952936;32952936;;AAAO?;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAAO?";??. iniaa;
000000053;32280447;32280447;322804404179;Aaao? ?I;"""Aaao?"" ?I";??. iniaa;
000010280;37899516;37899516;378995104645;AAAE AEIAAE III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAAE AEIAAE";??. iniaa;
000000054;16;AAAEU  ?I;;Aaaeu ?I;"""Aaaeu""  ?I";??. iniaa;
000010261;44287530;44287530;442875304644;AAAIOEI EIIIAIE III;OIA «AAAIO?I EIIIAI?»;??. iniaa;
000011561;17;;2957905486;AAA??IA ?E?? IEOAEE?AIA OII;OII AAA??IA ?E?? IEOAEE?AIA;??. iniaa;
000000055;39417349;39417349;;AAA?N EAIOAE??E? III;AAA?NEAIOAE??E? OIA;??. iniaa;
000000056;32931020;32931020;329310204621;Aaa?n III;"""Aaa?n"" III";??. iniaa;
000000057;34822613;34822613;348226104636;Aaa?n O?aeaeia III;OIA "Aaa?n O?aea?ia";??. iniaa;
000000058;37277051;37277051;372770504675;Aaa?n-Aa?i III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAA?N-AA?I";??. iniaa;
000000059;20105053;20105053;201050502047;Aaanoa III;Oiaa?enoai c Iaia?aii? A?aiia?aaeui?no? "AAANOA";??. iniaa;
000000060;42585646;42585646;425856408296;AACAII?I?UA ?I;I?EAAOIA I?AI?E?INOAI "AA CAII?????";??. iniaa;
000010399;43324292;43324292;433242916243;AAEA AA?I-OAO III;OIA"AA?A AA?I-OAO";??. iniaa;
000000061;34916444;34916444;349164404634;AAEA NE? OA III;OIA "OI?AIAEE A?I"AA?A N??";??. iniaa;
000000062;37149148;37149148;;AAEAN III OA;AAEAN III OA;??. iniaa;
000000063;26048027;26048027;237244826553;AAECI Aa-ai NI I?IIOI-Ee;AAECI Aa-ai NI I?IIOI-Ee;??. iniaa;
000010445;18; ;;Aaeeii III;Aaeeii III;;
000000064;19142599;19142599;191425904669;Aaeeii III III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? IAOEIAI-AI?IAIE?A I?AI?E?INOAI "AA?EII";??. iniaa;
000000065;19;AAEI III;;Aaei III;Aaei III;??. iniaa;
000000066;13304871;13304871;133048702289;AAEN i?aai?eyoea III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO?-I?AI?E?INOAI "AA?N";??. iniaa;
000000067;36095500;36095500;360955004650;AAENO IE?N III;OIA "AA?NO IE?N";??. iniaa;
000000068;35165592;35165592;351655904630;AAEN-O?AEA ?I;"""AAEN-O?AEA"" ?I";??. iniaa;
000000069;20;AAEOEN?I I;;Aaeoenyi II ?I;?I Aaeoenyi I.I.;??. iniaa;
000011779;43688215;43688215;436882119185;AA? A?OII III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AA? A?OII";??. iniaa;
000000070;21;AAEEOA NE;;Aaeeoa NE IAI;"""Aaeeoa"" NE IAI";??. iniaa;
000010355;31158445;31158445;311584404631;AAE?AA-A;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAE?AA-A";??. iniaa;
000000071;38836022;38836022;388360204634;AAE-O?AEA III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAE-O?AEA";??. iniaa;
000010073;42915052;42915052;429150511261;AA-I?II III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AA-I?II";??. iniaa;
000000074;31024660;31024660;310246626586;Aa?i?a-na?aen ?I;II "AA?I?A-NA?A?N";??. iniaa;
000000075;33667932;33667932;336679304632;AAN AEEA NA?AEN III;Oiaa?enoai c Iaia?aii? A?aiia?aaeui?no? "AAN A?EA NA?A?N";??. iniaa;
000000076;32513679;32513679;325136704675;AAN eiiiaie III;"""AAN eiiiaie"" III";??. iniaa;
000000077;20715126;20715126;207151227027;AAN EOA IEO III;III "IEO" AAN EOA";??. iniaa;
000000078;22321822;22321822;223218201280;AAN INE;"""AAN"" INE";??. iniaa;
000000079;32998939;32998939;329989304642;AAN ?I;"""AAN"" ?I";??. iniaa;
000000080;22;AAN-IAOAEE;350698820302;AAN-Iaoaee ?I;?I "AAN-Iaoaee";??. iniaa;
000000081;23;;;Aano?ey "Anergy3000 solar GmbH" Eiii-y;Aano?ey "Anergy3000 solar GmbH"Eiii-y;??. iniaa;
000000082;34884672;34884672;348846704628;AAN-O?IEOA ?I;I?EAAOIA I?AI?E?INOAI "AAN-O?I?O?";??. iniaa;
000010446;24; ;;AAOEI?E AA OII;OII AAOEI?E A.A.;;
000011740;25;;2791018852;Aaoei?e IA OII;OII Aaoei?e I.A  ;??. iniaa;
000010447;26; ;;AAOI-2002 II;II "AAOI-2002";;
000000083;35519234;35519234;355192310130;AaIIIaioa?-na?aen II;Ieaaoia i?a?e?inoai "AAOIAAIOA?-NA?A?N";??. iniaa;
000000084;39668554;39668554;396685504170;AAOIAAC OAIO? III;Oiaa?enoai c iaia?aii?  a?aiia?aaeui?no? "AAOIAAC OAIO?";??. iniaa;
000000085;33770397;33770397;337703904642;Aaoiaac-ie?n ?I;I?EAAOIA I?AI?E?INOAI "AAOIAAC-IE?N";??. iniaa;
000000086;31411266;31411266;314112611272;Aaoiaacna?aen III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAOIAACNA?A?N";??. iniaa;
000000087;30952117;30952117;309521108323;Aaoiaea?iaa?aaao Iaeeoiiieuneee III;OIA "IAE?OIIIEUNUEEE AAOIA?A?IAA?AAAO";??. iniaa;
000000088;24443736;24443736;244437304629;AAOIA?AO III;AAOIA?AO III;??. iniaa;
000000089;30169461;30169461;301694604030;Aaoiaii III IEO;OIA AEO "AAOIAII";??. iniaa;
000000090;25487210;25487210;254809108242;AaoiCAC-Iioi? O?I CAICAC;"""AaoiCAC-Iioi?"" O?I  CAI""CAC""";??. iniaa;
000000092;35645004;35645004;356450026502;Aaoieioi?iaecian a?oii III;Oiaa?enoai c iaia?aii? a?aiia?aaeui?no? "AAOI?IOI?IA?CIAN A?OI";??. iniaa;
000000091;42254497;42254497;422544916030;Aaoi?iaano ? E II;II "Aaoi?iaano ? E";??. iniaa;
000011792;39120932;39120932;;AAOIEAO III;OIA AAOIEAO;??. iniaa;
000009915;42444456;42444456;;AAOI-EIIOI?O IE?N III;AAOI-EIIOI?O IE?N OIA;??. iniaa;
000010196;05808735;05808735;058087316035;AAOIE?AC AO;AO «AaoiE?AC»;??. iniaa;
000000094;42561185;42561185;425611804614;AAOIEAEO AIAI?I III;AAOIEAEO AIAI?I III;??. iniaa;
000000095;27;AAOIEAIA ?;oooooooooooo;Aaoieaia ?I;Aaoieaia ?I;??. iniaa;
000009640;44641162;44641162;446411611274;AAOIEAIA-E?AI?IU III;OIA "AAOIEAIA-E?AI?IU";??. iniaa;
000011669;31575976;31575976;315759708290;AAOI-I III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAOI-I";??. iniaa;
000000096;32376626;32376626;323766226510;AAOIIAC-OE?AEIA AI;AAOIIAC-OE?AEIA AI;??. iniaa;
000000097;36670906;36670906;366709016038;Aaoiianoa? E E III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAOIIAENOA? ? E";??. iniaa;
000000098;41470731;41470731;414707316031;AAOIIANOA?EE ?I;II "AAOIIANOA??E";??. iniaa;
000000099;32688019;32688019;;AAOIIAOEE INO III;AAOIIAOEE INO III;??. iniaa;
000000100;22740654;22740654;227406521033;Aaoiiaoeea ?IEO;"""Aaoiiaoeea"" ?IEO";??. iniaa;
000000101;34365988;34365988;343659804665;AAOIIAO ?I IEO;II "AEO"AAOIIAO";??. iniaa;
000000102;33684434;33684434;336844323012;AAOIIAI ?I;II "AAOIIAI";??. iniaa;
000000103;31614391;31614391;316143904628;AAOIIAO III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAOIIAO";??. iniaa;
000000104;35498047;35498047;354980404613;AAOIIAOI?IEAO III;OIA "AAOIIAOI?IEAO";??. iniaa;
000000105;42120953;42120953;421209515170;Aaoiiaooaio? III;"""Aaoiiaooaio?"" OIA";??. iniaa;
000000106;31950868;31950868;319508604670;Aaoiie?-O?ain III;OIA "AAOII??-O?AIN";??. iniaa;
000000107;43644670;43644670;436446704682;Aaoiiiaeeuiay oi?aiaay eiiiaiey III;OIA "Aaoiiia?euia oi?a?aaeuia  eiiiai?y";??. iniaa;
000011583;28;;;Aaoii?ai?e?inoai Aeuyin-Ieeiea?ao?ain;OIA «Aaoii?ai?e?inoai Aeuyin-Ieeiea?ao?ain»;??. iniaa;
000000108;35124633;35124633;351246308327;Aaoii?eaia III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAOII?EAIA";??. iniaa;
000000110;25908930;25908930;201215203113;AAOI? Eiaaeuneay oeeey III;"OcIA ""AAOI?"", Eiaaeunuea o?e?y oiaa?enoaa c iaia?aii? a?aiia?aaeui?no? ""AAOI?""";??. iniaa;
000011616;45301806;45301806;453018004630;AAOINEEAAAEUIEE CAAIA IAO?II AAOI IAI;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "IAOEIAI-AE?IAIE?A I?AI?E?INOAI "AAOINEEAAAEUIEE CAAIA IAO?II AAOI";??. iniaa;
000000111;39029493;39029493;390294926518;Aaoiniaona?aen-IN III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAOINIAONA?AEN-IN";??. iniaa;
000000112;29;AAOINIAOOI;304651904673;Aaoiniaooi?a ?I Oe?ia;"""Aaoiniaooi?a"" ?IOe?ia";??. iniaa;
000010448;42512075;42512075;;AAOINIAOO?AIN OAE III;OIA "AAOINIAOO?AIN OAE";;
000000113;31855391;31855391;318553923011;AAOINOA? ?I;I?EAAOIA I?AI?E?INOAI "AAOINOA?";??. iniaa;
000000114;33431326;33431326;334313208284;Aaoino?ie ie?n III;OIA "AAOIAOA IE?N";??. iniaa;
000000115;41463420;41463420;414634220322;Aaoino?ieea III;OIA "AAOINO?IEEA";??. iniaa;
000000117;30268344;30268344;;AAOIOAOOANONA?AEN EIIIAIE? III;AAOIOAOOANONA?AEN EIIIAIE? OIA;??. iniaa;
000000118;24605742;24605742;246057404662;Aaoioaooieaa?nae III;Oiaa?enoai c iaia?aii? a?aiia?aaeui?no? "AAOIOAOOI?AA?NAE";??. iniaa;
000011776;32881174;32881174;;AAOIO?AINEII IIO;IIO AAOIO?AINEII;??. iniaa;
000000120;33423425;33423425;334234211262;Aaoiooaii caaia III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO?"CAAIA AAOIOOAII";??. iniaa;
000000121;32744675;32744675;327446711266;Aaoiooaii OA III;"""Aaoiooaii"" OA III";??. iniaa;
000000122;32125274;32125274;321252721031;Aaoi-Yeaeo?iiao III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAOI-AEAEO?IIAO";??. iniaa;
000000123;42824175;42824175;428241726506;Aaoa?n III;OIA "AAOA?N";??. iniaa;
000000124;30;AA EIIAEN;;AA Eiiaen III;III "AA Eiiaen";??. iniaa;
000010132;2922122872;2922122872;;AAAEA?IA II OII;AAAEA?IA I.I. OII;??. iniaa;
000010449;31; ;;Aaai?i Ei?i III;OIA "Aaai?i Ei?i";;
000000125;32;AAAO- E?EN;203016904629;Aaao- E?en ?I;"""Aaao- E?en"" ?I";??. iniaa;
000000126;34563350;34563350;;AAAO-AI;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAAO-AI";??. iniaa;
000000127;36383312;36383312;363833111119;Aaaoa?-A?oii III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAAOA?-A?OI";??. iniaa;
000000128;38577110;38577110;385771126539;Aaaoen ONE III;OIA "OI?AIAI-AOA?AAEUIA EIIIAI?? "AAAO?N";??. iniaa;
000000129;38579013;38579013;385790104078;AAAO-IEEA III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AAAO-I?EA";??. iniaa;
000000130;33;AAAIOE? I?;;Aaaioey I?anoe? ?aeeaia III;"""Aaaioey I?anoe? ?aeeaia"" III";??. iniaa;
000000131;32096317;32096317;320963108323;Aaei III;"""Aaei"" III";??. iniaa;
000000132;34;AAEN-NOAEU;;Aaen-Noaeu;Aaen-Noaeu;??. iniaa;
000000133;14353067;14353067;143530604634;AAEN-OAIO? III;AAEN-OAIO? III;??. iniaa;
000011709;31659485;31659485;316594804617;AA?A IAO;I?EAAOIA AEO?IIA?IA OIAA?ENOAI "AA?A";??. iniaa;
000000134;30659007;30659007;306590015417;AA?A ?O;I?EAAOIA O??IA "AA?A";??. iniaa;
000000135;20118399;20118399;201183902288;AA?AIA O?OO OE?AEIA III;OIA "AA?AIA O?OO OE?A?IA";??. iniaa;
000000136;35055598;35055598;350555904199;Aa?a?ee-2007 ?I;II "AA?A??E-2007";??. iniaa;
000000137;39916234;39916234;399162316031;Aa?aaaoiao caaia III;OIA "CAAIA "AA?AAAOIAO";??. iniaa;
000000138;39045269;39045269;390452626580;Aa?aaaoiaoaee III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AA?AAAOIAOAE";??. iniaa;
000000140;32365441;32365441;323654408229;AA?EIIE III III;Oiaa?enoai c iaia?aii? a?aiia?aaeui?no? "Iaoeiai-ae?iaie?a i?a?e?inoai AA??IIE";??. iniaa;
000000141;40807074;40807074;408070708223;Aa?en caaia II;II "AA??N CAAIA";??. iniaa;
000000142;38147838;38147838;381478316207;Aa?i 2012 III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AA?I 2012";??. iniaa;
000000143;35;AA?I AOA E;;AA?I AOA EI?EIE?EIA III;OIA "AA?I-AOA 1I?EI1?EIA";??. iniaa;
000000144;41773827;41773827;oooooooooooo;AA?I AAEAEN III;OIA "AA?I AAEAEN";??. iniaa;
000000145;36;AA?I AAEAE;iao eii;AA?I AAEAEN III;OIA "AA?I  AAEAEN";??. iniaa;
000000146;37;AA?I -AEC;;Aa?i -Aec III;"""Aa?i -Aec"" III";??. iniaa;
000000147;41258600;41258600;412586011232;Aa?i ea? Oe?aeia III;OIA "AA?I EA? OE?A?IA";??. iniaa;
000000148;34284988;34284988;342849818059;Aa?i Eiiieaeo Eiiioii III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO?"AE?IAIE?I-EIIA?O?EIA O??IA"AA?I EIIIEAEO EIIIOII";??. iniaa;
000000149;33700322;33700322;337003208320;Aa?i Ianoa? Ie?n III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AA?I IANOA? IE?N";??. iniaa;
000000150;39307999;39307999;393079904673;Aa?i Iaoaeei Na?aen III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AA?I IAOAEI NA?A?N";??. iniaa;
000000151;34230361;34230361;342303604671;Aa?i Iaoaeei No?ie III;III "Aa?i Iaoaeei No?ie";??. iniaa;
000000152;43191564;43191564;431915611236;Aa?i Ia?oia?e OA III;OIA "OI?AIAEE A?I AA?I IA?OIA?E";??. iniaa;
000000153;40504633;40504633;405046311231;Aa?i ia?on Oe?aeia III;OIA "AA?I IA?ON OE?A?IA";??. iniaa;
000000154;41292002;41292002;412920011083;Aa?i i?ii noa?a III;OIA "AA?I I?II NOA?A";??. iniaa;
000011279;40009035;40009035;400090311230;AA?I NIAONA?A?N III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? «AA?I NIAONA?A?N»;??. iniaa;
000000155;33293106;33293106;332931004166;Aa?i NOA;I?eaaoia i?ai?e?inoai "NOA-AA?I";??. iniaa;
000000156;38262622;38262622;382626204186;Aa?i O III;OIA "Aa?i O";??. iniaa;
000000157;32688490;32688490;326884904633;Aa?i -Oao III;"""Aa?i -Oao"" III";??. iniaa;
000000158;43041878;43041878;430418704677;Aa?i O?ainoaoiieia?e III;OIA "Aa?i O?ainoaoiieia?e";??. iniaa;
000000159;30877035;30877035;308770312368;Aa?i ?I NAO;II NAO "Aa?i";??. iniaa;
000000160;24428760;24428760;244287604652;Aa?i ?IEO;I?EAAOIA AE?IAIE?I-EIIA?O?EIA O??IA "AA?I";??. iniaa;
000011371;41034020;41034020;410340216014;AA?I-ACN-NA?A?N A?OIA EIIIAI?E;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "A?OIA EIIIAI?E "AA?I-ACN-NA?A?N";??. iniaa;
000000161;41981344;41981344;419813404083;Aa?i-aoii III;OIA "AA?I-AOII";??. iniaa;
000000162;31171534;31171534;311715326584;Aa?iaoaoaio? II;I?eaaoia i?ai?e?inoai "Aa?iaoaoaio?";??. iniaa;
000000163;32436061;32436061;324360620313;AA?I-AAA III;OIA "AA?I-AAA";??. iniaa;
000000164;40196858;40196858;;AA?IAA?OEEAEU;OIA "AA?IAA?OEEAEU";??. iniaa;
000000165;33063460;33063460;330634604118;Aa?iaaona?aen ?I;"""Aa?iaaona?aen"" ?I";??. iniaa;
000000166;21228026;21228026;212280220319;Aa?iaaoaeu III;"""Aa?iaaoaeu"" III";??. iniaa;
000000167;32142111;32142111;321421116015;Aa?iaaoaeu IAEI;II "IAEI "AA?IAAOAEU";??. iniaa;
000000168;41552803;41552803;415528011236;Aa?iaaoaeuna?aen III;OIA "AA?IAAOAEUNA?A?N";??. iniaa;
000000169;30627436;30627436;306274304610;Aa?i-Aiai? ii?oa III;OIA "AA?I-AIAI?";??. iniaa;
000009871;40130451;40130451;401304523128;AA?ICAAIA III;OIA "AA?ICAAIA";??. iniaa;
000000170;33605766;33605766;336057620370;Aa?ieiii?o Ie?n III;"""Aa?ieiii?o Ie?n"" III";??. iniaa;
000000171;30710424;30710424;307104204642;Aa?ieiaano III;III "Aa?ieiaano";??. iniaa;
000000172;38;AA?IEIAANO;;Aa?ieiaanoiao III;"""Aa?ieiaanoiao"" III";??. iniaa;
000000173;32328897;32328897;323288904613;Aa?ieiaono?ey III;"""Aa?ieiaono?ey"" III";??. iniaa;
000000174;39;AA?IEIOI?A;;Aa?ieioi?a AEO;"""Aa?ieioi?a""AEO";??. iniaa;
000000175;33109295;33109295;331092904638;Aa?ieioi?a eiiiaiey III;"""Aa?ieioi?a eiiiaiey"" III";??. iniaa;
000009989;40175267;40175267;401752604170;AA?I?IA III;OIA «AA?I?IA»;??. iniaa;
000000176;42940948;42940948;429409426553;AA?IEIIOEIAIOAEU III;OIA «AA?IEIIOEIAIOAEU»;??. iniaa;
000000177;41408616;41408616;414086108146;Aa?ieoa III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AA?IEOA";??. iniaa;
000000178;36050077;36050077;360500726596;Aa?ieaia-cai?anou III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AA?IEAIA-CAI?ANOEIA";??. iniaa;
000000179;38268446;38268446;382684411232;AA?IEEAA OA III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "OI?AIAEE A?I "AA?IE?AA";??. iniaa;
000000180;39129432;39129432;391294311232;Aa?ieeaa o?aea III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AA?IE?AA O?AEA";??. iniaa;
000000182;30718140;30718140;307181404621;Aa?iIao IAEI;I?eaaoia ae?iaie?i-eiia?o?eia i?ai?e?inoai "Aa?iIao";??. iniaa;
000000183;40943566;40943566;409435620322;AA?IIAO Oa?ueianeee c-a;OIA "OAC"AA?IIAO";??. iniaa;
000000184;00901594;00901594;009015919160;Aa?iiao ?a?oeianeee caaia IAI;"""Aa?iiao"" ?a?oeianeee caaia  IAI";??. iniaa;
000000185;32320510;32320510;323205102079;Aa?iiao-Eaeeia III;OIAA?ENOAI C IAIA?AII? A?AIIA?AAEUI?NO? "AA?IIAO - EAEEIA";??. iniaa;
000000186;24227263;24227263;242272604179;Aa?iiaona?aen III;"""Aa?iiaona?aen"" III";??. iniaa;
000000187;39481849;39481849;394818404646;Aa?iiao A III;OIA "AA?IIAO A";??. iniaa;
000000188;40996936;40996936;409969326580;Aa?iiao AI III;OIA "AI AA?IIAO";??. iniaa;
000000189;23936454;23936454;239364504176;Aa?iiao III;"""Aa?iiao"" III";??. iniaa;
000009903;44494540;44494540;444945404030;AA?IIAOAE-OIEA III;OIA "Aa?iiaoae-Oiea";??. iniaa;
000000190;39365338;39365338;393653326568;Aa?iiao-Na?aen III IIE;OIA "IIE "AA?IIAO-NA?A?N";??. iniaa;
000000191;32812635;32812635;328126304672;Aa?iiaooaoeiiieaen III;"""Aa?iiaooaoeiiieaen"" III";??. iniaa;
000000192;33184634;33184634;331846304679;AA?IIE?-AIAI? III;"""AA?IIE?-AIAI?""III";??. iniaa;
000000193;31885438;31885438;318854311066;Aa?iie?II;I?EAAOIA I?AI?E?INOAI "AA?IIE?";??. iniaa;
000000194;40;AA?IIIAOEU;;Aa?iiiaoeu III;"""Aa?iiiaoeu"" III";??. iniaa;
000000195;41345258;41345258;;AA?IIAEOA? III;AA?IIAEOA? III;??. iniaa;
000000196;38100213;38100213;oooooooooooo;Aa?iiiaaoey ?I;I?EAAOIA I?AI?E?INOAI "AA?IIIAAO??";??. iniaa;
000000197;25522107;25522107;255221004207;Aa?i-Iaai III;"""Aa?i-Iaai"" III";??. iniaa;
000000198;37343506;37343506;373435016265;Aa?i-iioeia ?I;I?eaaoia i?ai?e?inoai "AA?I-IIO?IA";??. iniaa;
